tweet_id,created_at,date,year,month,hour,weekday,platform,device,text,likes,retweets,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment
167327747625066497,2012-02-08 19:23:38,2012-02-08,2012,2012-02,19,Wednesday,Other,TwitLonger Beta,"@bats67 As a parent, education has a high priority, it is very important. I went to one of the best schools and (cont) http://t.co/3PNhfjhw",1,6,0.004614989273250103,0.020563047379255295,0.974821925163269,0.9702069358900189,Positive
168064739690295296,2012-02-10 20:12:11,2012-02-10,2012,2012-02,20,Friday,Web,Twitter Web Client,@MittRomney will give a great speech at CPAC today. He understands the threat from China.,4,33,0.011444146744906902,0.08838366717100143,0.9001721739768982,0.8887280272319913,Positive
169089903173439488,2012-02-13 16:05:49,2012-02-13,2012,2012-02,16,Monday,Web,Twitter Web Client,Whitney Houston was a great friend and an amazing talent. We will all miss her and send our prayers to her family.,25,109,0.03739805892109871,0.09652659296989441,0.866075336933136,0.8286772780120373,Positive
169854622117265408,2012-02-15 18:44:32,2012-02-15,2012,2012-02,18,Wednesday,Web,Twitter Web Client,Flattering. Over 500 upset people called Mar-a-Lago disappointed I am not running for President--but Mitt Romney will do a great job.,31,70,0.7488445043563843,0.19469274580478668,0.05646272376179695,-0.6923817805945873,Negative
174911009042079744,2012-02-29 17:36:48,2012-02-29,2012,2012-02,17,Wednesday,Web,Twitter Web Client,"After Super Tuesday, every GOP candidate should take a long hard look at their prospects and drop out if they can't get the nomination.",6,45,0.6988978385925293,0.281649112701416,0.01945307105779648,-0.6794447675347328,Negative
174960819795267584,2012-02-29 20:54:44,2012-02-29,2012,2012-02,20,Wednesday,Other,TwitLonger Beta,"""""""Imagine how much stronger economic shape we would be in if we made the Iraqi government agree to a cost-sharing (cont) http://t.co/Zf2pEO80""",10,69,0.018290290609002113,0.5290542244911194,0.45265546441078186,0.43436517380177975,Neutral
178120715575369728,2012-03-09 14:11:02,2012-03-09,2012,2012-03,14,Friday,Web,Twitter Web Client,The only candidate who can get 1145 delegates is @MittRomney. The primary is over.,15,123,0.29335492849349976,0.6073853373527527,0.09925965964794159,-0.19409526884555817,Neutral
180284502147469312,2012-03-15 13:29:09,2012-03-15,2012,2012-03,13,Thursday,Other,TwitLonger Beta,"""""""The illegal immigrant crime problem is far more serious and threatening than most people understand. Along our (cont) http://t.co/UAAIAKdS""",40,96,0.6763221621513367,0.307822585105896,0.01585523597896099,-0.6604669261723757,Negative
182122995031089152,2012-03-20 15:14:40,2012-03-20,2012,2012-03,15,Tuesday,Web,Twitter Web Client,I am deeply disturbed by what I have read in the case of @TrayvonMartin. I support a full investigation and justice.,56,311,0.8700449466705322,0.12034855782985687,0.00960654579102993,-0.8604384008795023,Negative
183218442365706241,2012-03-23 15:47:35,2012-03-23,2012,2012-03,15,Friday,Other,TwitLonger Beta,The Chinese want to steal our jobs and technology--that includes so called green energy which they make but (cont) http://t.co/pAhyD1tT,10,58,0.7777431607246399,0.21178936958312988,0.010467439889907837,-0.7672757208347321,Negative
183254512335724544,2012-03-23 18:10:55,2012-03-23,2012,2012-03,18,Friday,Web,Twitter Web Client,He @BarackObama is incapable of admitting that he is a complete and utter failure. He is 100% responsible for Solyndra. http://t.co/895NgsYh,26,185,0.943477988243103,0.050152286887168884,0.006369663402438164,-0.9371083248406649,Negative
187229181044723712,2012-04-03 17:24:49,2012-04-03,2012,2012-04,17,Tuesday,Web,Twitter Web Client,"My #TrumpTuesday @SquawkCNBC interview discussing golf, VP choices, the real estate market & healthcare reform http://t.co/28lg4Mgp",7,13,0.007534082978963852,0.9168686270713806,0.07559728622436523,0.06806320324540138,Neutral
190167442809565184,2012-04-11 20:00:26,2012-04-11,2012,2012-04,20,Wednesday,Web,Twitter Web Client,"I developed the Wollman Rink under budget and in record time http://t.co/PTXWJhHv If I hadn't gotten involved, it would still be unused.",7,30,0.11208982765674591,0.5107191205024719,0.37719103693962097,0.26510120928287506,Neutral
194486167251591168,2012-04-23 18:01:30,2012-04-23,2012,2012-04,18,Monday,Web,Twitter Web Client,"""Via @BBCNews, """"Trump begins renewables mission in Scotland"""" http://t.co/QsylYhtU""",5,15,0.00958854891359806,0.9364604949951172,0.05395102500915527,0.04436247609555721,Neutral
195176395364761600,2012-04-25 15:44:13,2012-04-25,2012,2012-04,15,Wednesday,Other,TwitLonger Beta,"""""""The fact is, right now and for the foreseeable future, the planet runs on oil--and that means we need to get (cont) http://t.co/VjwvpoYk""",16,98,0.48832347989082336,0.4775240123271942,0.03415254130959511,-0.45417093858122826,Negative
197769080843939840,2012-05-02 19:26:37,2012-05-02,2012,2012-05,19,Wednesday,Web,Twitter Web Client,Snowboarder/Skateboarder @Shaun_White stopped by to visit this week....http://t.co/1dxKg2kc,10,24,0.0033049429766833782,0.7808358669281006,0.21585920453071594,0.21255426155403256,Neutral
198505316290281474,2012-05-04 20:12:10,2012-05-04,2012,2012-05,20,Friday,Other,TwitLonger Beta,According to @BarackObama the War on Terror is over http://t.co/7SRYZNQ1but global warming is a national (cont) http://t.co/icVj8CTJ,13,53,0.31196755170822144,0.6505434513092041,0.03748903051018715,-0.2744785211980343,Neutral
199317812416745474,2012-05-07 02:00:44,2012-05-07,2012,2012-05,2,Monday,Web,Twitter Web Client,#CelebrityApprentice @arsenioofficial “trying to be invisible”? No way that’s going to happen. #sweepstweet,2,20,0.7086049914360046,0.26731228828430176,0.024082716554403305,-0.6845222748816013,Negative
199329010474426368,2012-05-07 02:45:14,2012-05-07,2012,2012-05,2,Monday,Web,Twitter Web Client,#CelebrityApprentice Listening to the advice from @johnrich and @marleematlin adds another insight into the Final 4. #sweepstweet,8,31,0.00515872472897172,0.4359479546546936,0.5588933229446411,0.5537345982156694,Positive
200951648179322880,2012-05-11 14:13:01,2012-05-11,2012,2012-05,14,Friday,Web,Twitter Web Client,Watch Celebrity Apprentice on Sunday at 9 pm on NBC--we're winding up for a terrific finale. What a season! http://t.co/y6Qsh1uv,12,37,0.0017075547948479652,0.014467842876911163,0.983824610710144,0.9821170559152961,Positive
202384807970357248,2012-05-15 13:07:53,2012-05-15,2012,2012-05,13,Tuesday,Web,Twitter Web Client,"Worired that the USC will strike down ObamaCare, @BarackObama is trying to implement his debacle in public schools http://t.co/A5fGcL6m",15,55,0.7637738585472107,0.22814851999282837,0.008077606558799744,-0.755696251988411,Negative
202427743810494464,2012-05-15 15:58:29,2012-05-15,2012,2012-05,15,Tuesday,Web,Twitter Web Client,"I hope Mark Zuckerberg signs a prenup with his current girlfriend- perhaps soon to be wife. Otherwise, she can walk away with 9 billion.",513,1096,0.3096159100532532,0.6053770780563354,0.08500698208808899,-0.22460892796516418,Neutral
204964575920144388,2012-05-22 15:58:57,2012-05-22,2012,2012-05,15,Tuesday,Web,Twitter Web Client,In today's #trumpvlog I talk about how well Will Smith handled the situation with the reporter- http://t.co/f1pTaR0C,9,19,0.00633147731423378,0.4509672522544861,0.542701244354248,0.5363697670400143,Positive
205012982453899264,2012-05-22 19:11:18,2012-05-22,2012,2012-05,19,Tuesday,Web,Twitter Web Client,Hmmm...can you imagine me speaking at the RNC Convention in Tampa?http://t.co/SDZUsknQ That's a speech everyone would watch.,5,54,0.010968545451760292,0.46566277742385864,0.5233686566352844,0.5124001111835241,Positive
205057394588401664,2012-05-22 22:07:47,2012-05-22,2012,2012-05,22,Tuesday,Web,Twitter Web Client,The @BarackObama administration is pressuring contractors to fix job loss estimates from environmental regulations http://t.co/VOu2MZm1,16,88,0.4233045279979706,0.5589187741279602,0.01777668669819832,-0.40552784129977226,Neutral
205389967432757249,2012-05-23 20:09:18,2012-05-23,2012,2012-05,20,Wednesday,Web,Twitter Web Client,"""Interesting.@BarackObama's 1981 transfer class to Columbia """"declined"""" in """"quality"""" according to the Columbia Spectator http://t.co/9ypDUY7v""",73,111,0.020631948485970497,0.8368769288063049,0.14249111711978912,0.12185916863381863,Neutral
205736889683161089,2012-05-24 19:07:51,2012-05-24,2012,2012-05,19,Thursday,Web,Twitter Web Client,Pictures of @melaniatrump and me from the Men In Black III premiere in New York City http://t.co/I66Z4pI2 We loved the movie!,8,28,0.0011517790844663978,0.011185457929968834,0.9876627922058105,0.9865110131213441,Positive
207545348581896192,2012-05-29 18:54:01,2012-05-29,2012,2012-05,18,Tuesday,Web,Twitter Web Client,"In '08, @BarackObama said that Bush adding $4T to the debt was unpatriotic.http://bit.ly/pEd2Ww @BarackObama has already added $6T.",38,382,0.6688522100448608,0.31627291440963745,0.014874903485178947,-0.6539773065596819,Negative
207561234428604416,2012-05-29 19:57:09,2012-05-29,2012,2012-05,19,Tuesday,Web,Twitter Web Client,Now @BarackObama has decided there are 5 million Palestinian refugees http://t.co/iAOgMPI1 He always goes against @Israel's interest.,14,112,0.8752037286758423,0.11917746812105179,0.0056188167072832584,-0.869584911968559,Negative
207565458109509632,2012-05-29 20:13:56,2012-05-29,2012,2012-05,20,Tuesday,Web,Twitter Web Client,So @BarackObama will attack @MittRomney's career at Bain Capital but won't return donations from Bain executives http://t.co/kXrifY31,24,199,0.5415170192718506,0.4468653202056885,0.011617621406912804,-0.5298993978649378,Negative
207861226779328512,2012-05-30 15:49:12,2012-05-30,2012,2012-05,15,Wednesday,Web,Twitter Web Client,Perhaps @BarackObama's biggest shortcoming as President is he failed to unite the country.,3794,2425,0.8832643628120422,0.10972850769758224,0.007007161621004343,-0.8762572011910379,Negative
207884765616013313,2012-05-30 17:22:45,2012-05-30,2012,2012-05,17,Wednesday,Web,Twitter Web Client,"Rush is right. @limbaugh and I have both created more jobs than @BarackObama...in fact, far more jobs!",52,263,0.005346270743757486,0.03568989783525467,0.9589638113975525,0.953617540653795,Positive
208666207589642241,2012-06-01 21:07:55,2012-06-01,2012,2012-06,21,Friday,Web,Twitter Web Client,The stock market is having a horrendous day- bad employment numbers.,474,388,0.9454526305198669,0.04668638855218887,0.007860916666686535,-0.9375917138531804,Negative
210096130204241920,2012-06-05 19:49:55,2012-06-05,2012,2012-06,19,Tuesday,Web,Twitter Web Client,"""""""A market is never saturated with a good product, but it is very quickly saturated with a bad one."""" -- Henry Ford""",96,330,0.3290773332118988,0.5699275732040405,0.10099506378173828,-0.22808226943016052,Neutral
210388131432759298,2012-06-06 15:10:14,2012-06-06,2012,2012-06,15,Wednesday,Web,Twitter Web Client,".@BillClinton was very nice to me, as I am to him, on the Piers Morgan Show (CNN). He is loyal to his friends. @piersmorgan",533,809,0.004687560722231865,0.03804825246334076,0.957264244556427,0.9525766838341951,Positive
211584485081354240,2012-06-09 22:24:06,2012-06-09,2012,2012-06,22,Saturday,Web,Twitter Web Client,Miss Pennsylvania is just looking for free publicity at the expense of the real winner of Miss USA Olivia Culpo.,21,67,0.5818972587585449,0.3764727711677551,0.041629958897829056,-0.5402672998607159,Negative
213309742343397376,2012-06-14 16:39:40,2012-06-14,2012,2012-06,16,Thursday,Web,Twitter Web Client,Today is my birthday. My wish is for our country to be great and prosperous again.,1859,1149,0.0020919442176818848,0.017678754404187202,0.9802292585372925,0.9781373143196106,Positive
216221815314452480,2012-06-22 17:31:12,2012-06-22,2012,2012-06,17,Friday,Web,Twitter Web Client,"Watch the WH spokesman try to spin @BarackObama's rationale for using exec. priv. on Fast &, Furious http://t.co/MYGebRJq",29,88,0.07394617795944214,0.9103653430938721,0.015688464045524597,-0.05825771391391754,Neutral
217676790586552320,2012-06-26 17:52:45,2012-06-26,2012,2012-06,17,Tuesday,Web,Twitter Web Client,Welcome to the new Egypt Muslim Brotherhood representatives who won't take questions from Israeli journalists http://t.co/OilIIIub,26,131,0.385372132062912,0.5709241628646851,0.04370371624827385,-0.34166841581463814,Neutral
218072340737687553,2012-06-27 20:04:32,2012-06-27,2012,2012-06,20,Wednesday,Web,Twitter Web Client,"Preliminary talks have begun for next season's #CelebrityApprentice. As usual, we will have another great season.",18,47,0.0017191042425110936,0.015612639486789703,0.9826683402061462,0.9809492359636351,Positive
218419153114116098,2012-06-28 19:02:38,2012-06-28,2012,2012-06,19,Thursday,Web,Twitter Web Client,"""A list from @Heritage: """"Top 10 Most Expensive Obamacare Taxes and Fees"""" http://t.co/7xUAxXOq""",52,180,0.18492956459522247,0.7905796766281128,0.02449069917201996,-0.16043886542320251,Neutral
218759048596684801,2012-06-29 17:33:16,2012-06-29,2012,2012-06,17,Friday,Web,Twitter Web Client,It seems that Justice Scalia originally wrote the majority on ObamaCare and Roberts then switched his position. http://t.co/09769AIk,21,80,0.08709505945444107,0.8911689519882202,0.02173597365617752,-0.06535908579826355,Neutral
222685591639310336,2012-07-10 13:35:57,2012-07-10,2012,2012-07,13,Tuesday,Web,Twitter Web Client,.@MittRomney should not give any other further information until @BarackObama releases the things that everyone wants to see----,21,129,0.25026148557662964,0.7215588688850403,0.028179682791233063,-0.22208180278539658,Neutral
223092795760574465,2012-07-11 16:34:02,2012-07-11,2012,2012-07,16,Wednesday,Web,Twitter Web Client,"How can @BarackObama invoke Richard Nixon against @MittRomney when Obama just used Executive Privilege on Fast &, Furious?!",132,198,0.6268419623374939,0.362212598323822,0.010945392772555351,-0.6158965695649385,Negative
223137365768671234,2012-07-11 19:31:08,2012-07-11,2012,2012-07,19,Wednesday,Web,Twitter Web Client,"""""""There's no bigger name in America than Donald Trump, political or nonpolitical."""" --Sarasota GOP Chair Joe Gruters""",68,90,0.1858225166797638,0.5936180353164673,0.22055941820144653,0.03473690152168274,Neutral
223800861430775810,2012-07-13 15:27:38,2012-07-13,2012,2012-07,15,Friday,Web,Twitter Web Client,"Seth Meyers was terrible co-hosting with Kelly. Marbles in his mouth-&, he must stop picking at his hands--insult to the great Regis Philbin!",93,108,0.8928871750831604,0.09630095958709717,0.010811855085194111,-0.8820753199979663,Negative
223825720869273600,2012-07-13 17:06:24,2012-07-13,2012,2012-07,17,Friday,Web,Twitter Web Client,America's Olympic uniforms are manufactured in China. Burn the uniforms!#U.S.OlympicCommittee,80,493,0.9028124213218689,0.08753259479999542,0.009655006229877472,-0.8931574150919914,Negative
225244643837751296,2012-07-17 15:04:42,2012-07-17,2012,2012-07,15,Tuesday,Web,Twitter Web Client,"""""""The Supreme Art of war is to subdue the enemy without fighting."""" -- Sun Tzu""",12304,6393,0.08572029322385788,0.7355465888977051,0.17873312532901764,0.09301283210515976,Neutral
225251110494027776,2012-07-17 15:30:24,2012-07-17,2012,2012-07,15,Tuesday,Web,Twitter Web Client,Outrageous--@BarackObama is trying to unilaterally gut welfare reform http://t.co/gd9UgcQZ He doesn't believe in a strong work ethic.,23,95,0.9388408660888672,0.055188581347465515,0.005970538128167391,-0.9328703279606998,Negative
225667355617935361,2012-07-18 19:04:24,2012-07-18,2012,2012-07,19,Wednesday,Web,Twitter Web Client,What recovery? JP Morgan has readjusted Q2 growth down from 1.7% to 1.4% and Q3 to 1.5% with 2012 on a whole at 1.7% http://t.co/c9PYimWh,9,67,0.06126413121819496,0.8594843745231628,0.07925145328044891,0.017987322062253952,Neutral
230339069580820480,2012-07-31 16:28:08,2012-07-31,2012,2012-07,16,Tuesday,Web,Twitter Web Client,"Great job to Missy Franklin. She's got a smile that can take over the world. She's also a major talent. Great going, Missy!",21,98,0.0034211415331810713,0.010230980813503265,0.9863479137420654,0.9829267722088844,Positive
230660130126057472,2012-08-01 13:43:55,2012-08-01,2012,2012-08,13,Wednesday,Other,TwitLonger Beta,Consumer spending is continuing to fall with weak June numbers. @BarackObama's policies have created a climate (cont) http://t.co/GA2MwpVg,13,47,0.7517101168632507,0.23683619499206543,0.011453669518232346,-0.7402564473450184,Negative
232552901824901120,2012-08-06 19:05:07,2012-08-06,2012,2012-08,19,Monday,Web,Twitter Web Client,Congratulations to Gabby Douglas on winning the Gold for the USA in gymnastics. She is terrific!,47,119,0.0033202157355844975,0.011772889643907547,0.9849069118499756,0.9815866961143911,Positive
232573681736503298,2012-08-06 20:27:41,2012-08-06,2012,2012-08,20,Monday,Web,Twitter Web Client,An 'extremely credible source' has called my office and told me that @BarackObama bought his house with the help of Tony Rezko.,145,363,0.020663075149059296,0.8998367190361023,0.0795002356171608,0.0588371604681015,Neutral
232830924675481600,2012-08-07 13:29:52,2012-08-07,2012,2012-08,13,Tuesday,Web,Twitter Web Client,"Wrong--@BarackObama's '08 campaign manager &, current Senior WH Advisor collected $100G fee from Iranian affiliate http://t.co/azS83eAN",35,109,0.659763514995575,0.3302294909954071,0.010006922297179699,-0.6497565926983953,Negative
232898573228990464,2012-08-07 17:58:41,2012-08-07,2012,2012-08,17,Tuesday,Web,Twitter Web Client,Now China 'calls in' US diplomats to lecture them on their illegal escapades. http://t.co/LWhbf4ml The new reality. @BarackObama is weak.,8,83,0.8512713313102722,0.14163148403167725,0.007097188849002123,-0.8441741424612701,Negative
235124033232990208,2012-08-13 21:21:52,2012-08-13,2012,2012-08,21,Monday,Web,Twitter Web Client,"Congratulations to our Olympic team for by far winning the most medals, including first place gold.",34,140,0.002397015457972884,0.014034864492714405,0.9835681915283203,0.9811711760703474,Positive
235800598237286400,2012-08-15 18:10:18,2012-08-15,2012,2012-08,18,Wednesday,Web,Twitter Web Client,"""Watch @PaulRyanVP explain how """"'It's irrefutable' that President Obama is damaging Medicare'"""" http://t.co/TeWHwTTP""",20,92,0.3905330002307892,0.5859187245368958,0.02354828454554081,-0.3669847156852484,Neutral
236161065497550848,2012-08-16 18:02:40,2012-08-16,2012,2012-08,18,Thursday,Web,Twitter Web Client,"My interview with Don Imus on @77WABCradio discussing my @RNC convention surprise &, @MittRomney's China policy http://t.co/kWK49NuX",4,18,0.013449112884700298,0.9391514658927917,0.04739944264292717,0.03395032975822687,Neutral
236184441146449920,2012-08-16 19:35:33,2012-08-16,2012,2012-08,19,Thursday,Web,Twitter Web Client,I still hold the all-time attendance and pay per view record at @WWE.,591,787,0.0034576363395899534,0.15659262239933014,0.8399497270584106,0.8364920907188207,Positive
236537149070143488,2012-08-17 18:57:05,2012-08-17,2012,2012-08,18,Friday,Web,Twitter Web Client,US government's foreign indebtedness has grown over 72% under @BarackObama. He is bleeding us dry to China.,115,286,0.894960880279541,0.09544172883033752,0.009597454220056534,-0.8853634260594845,Negative
239009177790459904,2012-08-24 14:40:03,2012-08-24,2012,2012-08,14,Friday,Web,Twitter Web Client,I am very surprised that @lancearmstrong gave up. I never thought he was a quitter...,28,194,0.7757546305656433,0.20519886910915375,0.019046470522880554,-0.7567081600427628,Negative
241584383235088384,2012-08-31 17:13:00,2012-08-31,2012,2012-08,17,Friday,Web,Twitter Web Client,We have all the cards. Now is the time to make a great deal with Iran.,89,84,0.016315165907144547,0.3364085257053375,0.6472763419151306,0.6309611760079861,Positive
243369048040144896,2012-09-05 15:24:37,2012-09-05,2012,2012-09,15,Wednesday,Web,Twitter Web Client,"Why does US doping agency destroy an American icon, @lancearmstrong, for events that took place years ago in France?",68,220,0.8490631580352783,0.14411263167858124,0.006824183743447065,-0.8422389742918313,Negative
244123358638247937,2012-09-07 17:21:58,2012-09-07,2012,2012-09,17,Friday,Web,Twitter Web Client,If @BarackObama had to use the same labor participation he had when he entered office then the unemployment number would be 11.2%,30,222,0.6724911332130432,0.3055761754512787,0.021932723000645638,-0.6505584102123976,Negative
245587044523462656,2012-09-11 18:18:08,2012-09-11,2012,2012-09,18,Tuesday,Web,Twitter Web Client,"The onus of the Chicago teachers' strike falls squarely on the teachers &, their union. Inexcusable to leave children without school.",34,168,0.9011578559875488,0.0919446125626564,0.0068975528702139854,-0.8942603031173348,Negative
245902265922224128,2012-09-12 15:10:43,2012-09-12,2012,2012-09,15,Wednesday,Web,Twitter Web Client,We fight to free Libya and they kill our Ambassador and other Americans. Obama's foreign policy is a joke.,208,1221,0.9394663572311401,0.05600253492593765,0.00453109759837389,-0.9349352596327662,Negative
245956504191131649,2012-09-12 18:46:14,2012-09-12,2012,2012-09,18,Wednesday,Other,TwitLonger Beta,"The Middle East is blowing up--we didn't back Egypt and now they riot against us. Iran is using Iraqi airspace, (cont) http://t.co/HVtjKSNN",13,144,0.9046305418014526,0.0907883420586586,0.004581192508339882,-0.9000493492931128,Negative
245962060964454400,2012-09-12 19:08:19,2012-09-12,2012,2012-09,19,Wednesday,Web,Twitter Web Client,"It's Wednesday, how many more of our embassies will be stormed by Islamists?",20,152,0.8486238121986389,0.1407480537891388,0.010628190822899342,-0.8379956213757396,Negative
246253814880038913,2012-09-13 14:27:39,2012-09-13,2012,2012-09,14,Thursday,Web,Twitter Web Client,"If Obama was smart, he would cancel the Muslim Brotherhood's WH visit later this month. He won't.",163,443,0.6709009408950806,0.3137492537498474,0.015349812805652618,-0.655551128089428,Negative
246661164782723072,2012-09-14 17:26:19,2012-09-14,2012,2012-09,17,Friday,Web,Twitter Web Client,"""Via @starpulse: """"Donald Trump Calls Barack Obama 'Incompetent'"""" http://t.co/Z5HjJFqj""",47,108,0.5735101699829102,0.4129612445831299,0.013528602197766304,-0.5599815677851439,Negative
248143084666376192,2012-09-18 19:34:56,2012-09-18,2012,2012-09,19,Tuesday,Web,Twitter Web Client,It's Tuesday. How many more non-stories will the liberal media try to manufacture so everyone ignores Obama's record?,132,445,0.8004305362701416,0.18624882400035858,0.013320676051080227,-0.7871098602190614,Negative
248157840500469762,2012-09-18 20:33:34,2012-09-18,2012,2012-09,20,Tuesday,Other,TwitLonger Beta,Our soldiers can't even have any more joint exercises with Afghan soldiers because they are getting shot in the (cont) http://t.co/lae0dJlK,15,87,0.8670555353164673,0.12788942456245422,0.005055044777691364,-0.8620004905387759,Negative
248466008841539585,2012-09-19 16:58:07,2012-09-19,2012,2012-09,16,Wednesday,Web,Twitter Web Client,"""Via @washingtonpost: """"The Donald's video should have trumped Eastwood"""" by @CapehartJ http://t.co/nxz1dYLb""",10,28,0.19196079671382904,0.7718207836151123,0.03621852397918701,-0.15574227273464203,Neutral
248471159803363328,2012-09-19 17:18:35,2012-09-19,2012,2012-09,17,Wednesday,Web,Twitter Web Client,"China has been unfairly subsidizing the export of cars &, auto parts. I've been saying this for 3 years...",110,145,0.8789041042327881,0.11433049291372299,0.006765443831682205,-0.8721386604011059,Negative
248490010599370752,2012-09-19 18:33:29,2012-09-19,2012,2012-09,18,Wednesday,Web,Twitter Web Client,"Have you seen the new #Trump fall collection exclusively available @Macys? Top selling brand nationwide.Ties, shirts, fragrance-great gifts.",11,40,0.0027979458682239056,0.04272742196917534,0.9544745683670044,0.9516766224987805,Positive
248882168431009793,2012-09-20 20:31:47,2012-09-20,2012,2012-09,20,Thursday,Web,Twitter Web Client,"""""""The important thing is not to stop questioning. Curiosity has its own reason for existing."""" --Albert Einstein""",300,620,0.01390326302498579,0.3871304988861084,0.5989663004875183,0.5850630374625325,Positive
250282366248030208,2012-09-24 17:15:40,2012-09-24,2012,2012-09,17,Monday,Web,Twitter Web Client,"Just left Liberty University. Chancellor Jerry Falwell Jr.&, his father have done an amazing job...great school &, the students were fantastic",209,564,0.01189197227358818,0.045796949416399,0.9423111081123352,0.930419135838747,Positive
250311855229255680,2012-09-24 19:12:51,2012-09-24,2012,2012-09,19,Monday,Web,Twitter Web Client,The Emmys were horrendous...the absolute worst show!,74,196,0.9533511996269226,0.03764330595731735,0.0090055325999856,-0.944345667026937,Negative
250960421287260160,2012-09-26 14:10:01,2012-09-26,2012,2012-09,14,Wednesday,Web,Twitter Web Client,Andy Williams has died. He was a friend of mine and a great guy.,17,72,0.6402190923690796,0.2442302256822586,0.1155506819486618,-0.5246684104204178,Negative
251130494291410945,2012-09-27 01:25:50,2012-09-27,2012,2012-09,1,Thursday,Web,Twitter Web Client,"Jerry Falwell, Jr. stated speech was best in University's history...my great honor.",31,61,0.004311244934797287,0.02472011186182499,0.9709686636924744,0.9666574187576771,Positive
251382918960783361,2012-09-27 18:08:53,2012-09-27,2012,2012-09,18,Thursday,Web,Twitter Web Client,"""Does Madonna know something we all don't about Barack? At a concert she said """"we have a black Muslim in the White House.""""""",1690,1301,0.20022052526474,0.7674123048782349,0.03236711397767067,-0.16785341128706932,Neutral
251673779099545600,2012-09-28 13:24:39,2012-09-28,2012,2012-09,13,Friday,Web,Twitter Web Client,Are you a young professional getting ready for a big meeting? Pick up a #Trump suit @Macys http://t.co/ils4Ysod Look your best!,33,55,0.00512326555326581,0.19996175169944763,0.7949150204658508,0.789791754912585,Positive
252850650784882688,2012-10-01 19:21:07,2012-10-01,2012,2012-10,19,Monday,Web,Twitter Web Client,"""In debate, @MittRomney should ask Obama why autobiography states """"born in Kenya, raised in Indonesia.""""""",632,882,0.10920441150665283,0.8589518666267395,0.03184373304247856,-0.07736067846417427,Neutral
